"ntwk","wyear","state","site_name","ts","start","enddate","latitude","longitude","elev_ft","county","huc","site_id"
"SNTL","2018","MT","Mom Creek","","2017-October","2100-January","  44.78","-113.12","   8800","Beaverhead","Dad Creek-Medicine Lodge Creek (100200011202)","SNTL:1287"
"SNTL","2017","AK","Flower Mountain","","2017-August","2100-January","  59.40","-136.28","   2510","Haines","Porcupine Creek (190103031003)","SNTL:1285"
"SNTL","2017","CA","Fredonyer Peak","","2016-October","2100-January","  40.69","-120.61","   7208","Lassen","Lower Dry Lake-Frontal Eagle Lake (180800030304)","SNTL:1277"
"SNTL","2017","MT","Slagamelt Lakes","","2017-September","2100-January","  45.37","-113.72","   8620","Beaverhead","Big Swamp Creek (100200040308)","SNTL:1286"
"SNTL","2017","NV","ONeil Creek","","2017-September","2017-October","  41.86","-115.08","   6520","Elko","Pole Creek (170402130106)","SNTL:1272"
"SNTL","2017","UT","Bobs Hollow","","2016-October","2100-January","  38.95","-112.15","   9319","Millard","North Fork Chalk Creek (160300051401)","SNTL:1278"
"SNTL","2017","UT","Santaquin Meadows","","2016-October","2100-January","  39.92","-111.72","   7835","Utah","Summit Creek (160202010301)","SNTL:1280"
"SNTL","2016","AK","Heen Latinee","","2015-October","2100-January","  58.70","-134.86","   2065","Juneau","Davies Creek (190103010401)","SNTL:1270"
"SNTL","2016","AK","Jack Wade Jct","","2015-October","2100-January","  64.15","-141.33","   3585","Southeast Fairbanks","Kal Creek (190401042204)","SNTL:1275"
"SNTL","2016","CO","Elkhead Divide","","2016-September","2100-January","  40.80","-107.10","   8780","Routt","Headwaters Elkhead Creek (140500010601)","SNTL:1252"
"SNTL","2016","ID","Iron Mine Creek","","2016-September","2100-January","  43.56","-113.72","   6340","Blaine","Upper Fish Creek (170402210401)","SNTL:1276"
"SNTL","2016","NM","Garita Peak","","2016-September","2100-January","  36.01","-106.55","  10160","Rio Arriba","Headwaters San Antonio Creek (130202020201)","SNTL:1173"
"SNTL","2016","UT","Mt Pennell","","2015-October","2100-January","  37.98","-110.79","   9209","Garfield","State Creek (140700010502)","SNTL:1269"
"SNTL","2015","AK","Lower Kachemak Creek","","2015-June","2100-January","  59.74","-150.69","   1915","Kenai Peninsula","Bradley Lake (190203011101)","SNTL:1265"
"SNTL","2015","AZ","Hawley Lake","","2015-September","2100-January","  33.97","-109.77","   8300","Apache","Trout Creek (150601020106)","SNTL:1271"
"SNTL","2015","NV","Fry Canyon","","2014-October","2100-January","  41.57","-115.94","   6798","Elko","Headwaters North Fork Humboldt River (160401020101)","SNTL:1262"
"SNTL","2015","UT","Lonesome Beaver","","2014-October","2100-January","  38.07","-110.77","   9410","Garfield","Headwaters North Wash (140700010301)","SNTL:1261"
"SNTL","2015","UT","Panguitch Lake RS","","2014-October","2100-January","  37.70","-112.65","   8350","Garfield","Ipson Creek (160300010402)","SNTL:1148"
"SNTL","2015","WA","Pinto Rock","","2014-October","2100-January","  46.32","-121.94","   4440","Skamania","Iron Creek (170800040405)","SNTL:1263"
"SNTL","2015","WA","Skate Creek","","2014-October","2100-January","  46.64","-121.83","   3770","Lewis","Silver Creek (170800040505)","SNTL:1257"
"SNTL","2014","AK","Alexander Lake","","2014-August","2100-January","  61.75","-150.89","    160","Matanuska-susitna","Headwaters Alexander Creek (190205051106)","SNTL:1267"
"SNTL","2014","AK","Fielding Lake","","2014-August","2100-January","  63.20","-145.63","   3000","Valdez-cordova","Fielding Lake (190405040302)","SNTL:1268"
"SNTL","2014","AK","Telaquana Lake","","2014-July","2100-January","  60.98","-153.92","   1275","Bethel","Upper Telaquana River (190304052303)","SNTL:1266"
"SNTL","2014","CA","State Line","","2014-June","2100-January","  41.99","-120.72","   5680","Modoc","Weed Valley-North Fork Willow Creek (180102040201)","SNTL:1258"
"SNTL","2014","CO","Sawtooth","","2014-September","2100-January","  40.14","-105.59","   9620","Boulder","Middle Saint Vrain Creek (101900050102)","SNTL:1251"
"SNTL","2014","NV","Dry Creek","","2013-October","2100-January","  40.86","-115.22","   6555","Elko","Upper Secret Creek (160401010601)","SNTL:1243"
"SNTL","2014","NV","Little Valley","","2013-October","2100-January","  39.25","-119.88","   6493","Washoe","Franktown Creek-Frontal Washoe Lake (160501020301)","SNTL:1242"
"SNTL","2014","NV","Pole Canyon","","2013-October","2100-January","  40.86","-115.12","   7760","Elko","Woods Creek-Franklin River (160600071101)","SNTL:1244"
"SNTL","2014","UT","Corral","","2013-October","2100-January","  39.66","-110.38","   8207","Carbon","Grassy Trail Reservoir-Grassy Trail Creek (140600070903)","SNTL:1236"
"SNTL","2014","UT","Sunflower Flat","","2013-October","2100-January","  38.05","-111.34","  10018","Garfield","Oak Creek (140700030406)","SNTL:1249"
"SNTL","2014","UT","Suu Ranch","","2013-October","2100-January","  37.60","-112.93","   8050","Iron","Crow Creek-Coal Creek (160300060306)","SNTL:1248"
"SNTL","2014","UT","Takka Wiiya","","2013-October","2100-January","  39.74","-113.98","   9122","Juab","Fifteenmile Creek (160203060804)","SNTL:1247"
"SNTL","2014","WA","Muckamuck","","2014-June","2100-January","  48.59","-119.87","   4470","Okanogan","West Fork Salmon Creek (170200062001)","SNTL:1259"
"SNTL","2013","NM","Rio Santa Barbara","","2013-September","2100-January","  36.07","-105.63","  10664","Taos","Outlet Rio Santa Barbara (130201010905)","SNTL:1254"
"SNTL","2013","UT","Bevans Cabin","","2012-October","2100-January","  40.46","-112.25","   6520","Tooele","Settlement Canyon (160203040401)","SNTL:1214"
"SNTL","2013","UT","Buckboard Flat","","2012-October","2100-January","  37.87","-109.45","   8924","San Juan","North Creek-Montezuma Creek (140802030103)","SNTL:1153"
"SNTL","2013","UT","GBRC HQ","","2012-October","2100-January","  39.32","-111.49","   8801","Sanpete","Ephraim Creek (160300040307)","SNTL:1221"
"SNTL","2013","UT","GBRC Meadows","","2012-October","2100-January","  39.30","-111.45","   9858","Sanpete","Ephraim Creek (160300040307)","SNTL:1222"
"SNTL","2013","UT","Hobble Creek","","2012-October","2100-January","  40.19","-111.36","   7377","Utah","Upper Diamond Fork (160202020304)","SNTL:1223"
"SNTL","2013","UT","Huntington Horse","","2012-October","2100-January","  39.62","-111.31","   9652","Sanpete","Gooseberry Creek (140600070201)","SNTL:1216"
"SNTL","2013","UT","Lasal Mountain-Lower","","2012-October","2100-January","  38.48","-109.29","   8783","San Juan","Horse Creek-Mill Creek (140300050404)","SNTL:1215"
"SNTL","2013","UT","Mt Baldy","","2012-October","2100-January","  39.14","-111.51","   9524","Sanpete","Headwaters Twelvemile Creek (160300040402)","SNTL:1224"
"SNTL","2013","UT","Redden Mine Lwr","","2012-October","2100-January","  40.68","-111.22","   8532","Summit","Thorn Creek-Beaver Creek (160201010103)","SNTL:1225"
"SNTL","2013","UT","Rees Flat","","2012-October","2100-January","  39.50","-111.73","   7206","Juab","Quaking Aspen Creek-Chicken Creek (160300050202)","SNTL:1217"
"SNTL","2013","UT","Thistle Flat","","2012-October","2100-January","  39.24","-111.52","   8787","Sanpete","Manti Canyon (160300040501)","SNTL:1226"
"SNTL","2013","UT","Upper Joes Valley","","2012-October","2100-January","  39.42","-111.25","   8596","Emery","Indian Creek (140600090201)","SNTL:1227"
"SNTL","2013","UT","Wrigley Creek","","2012-October","2100-January","  39.13","-111.36","   9327","Sanpete","Millsite Reservoir-Ferron Creek (140600090303)","SNTL:1228"
"SNTL","2013","UT","Yankee Reservoir","","2012-October","2100-January","  37.75","-112.77","   8692","Iron","Center Creek-Parowan Creek (160300060202)","SNTL:1197"
"SNTL","2012","AK","Mcneil River SGS","","2012-June","2100-January","  59.08","-154.28","    140","Kenai Peninsula","Mikfik Creek-Frontal Kamishak Bay (190206021207)","SNTL:1191"
"SNTL","2012","AZ","Bar M","","2012-September","2100-January","  34.86","-111.61","   6393","Coconino","Bar M Canyon (150602020601)","SNTL:1212"
"SNTL","2012","NV","Bird Creek","","2011-October","2100-January","  39.46","-114.65","   7537","White Pine","Timber Creek-Duck Creek (160600081304)","SNTL:1155"
"SNTL","2012","NV","Cave Mountain","","2011-October","2100-January","  39.16","-114.61","  10578","White Pine","Bastian Creek (160600080402)","SNTL:1152"
"SNTL","2012","NV","Columbia Basin","","2011-December","2100-January","  41.67","-116.07","   6471","Elko","Columbia Creek (170501050503)","SNTL:1204"
"SNTL","2012","NV","Corduroy Flat","","2011-December","2100-January","  39.00","-115.42","   8640","White Pine","Black Canyon Wash (160600121206)","SNTL:1209"
"SNTL","2012","NV","Defiance Mines","","2011-December","2100-January","  39.09","-114.90","   9306","White Pine","Cooper Wash-Willow Creek (160600081002)","SNTL:1210"
"SNTL","2012","NV","Golconda","","2011-October","2100-January","  40.88","-117.59","   6616","Humboldt","Pole Creek (160401080102)","SNTL:1195"
"SNTL","2012","NV","Jakes Creek","","2011-December","2100-January","  41.57","-115.03","   7374","Elko","Upper Jakes Creek (170402130308)","SNTL:1211"
"SNTL","2012","NV","Kalamazoo","","2011-October","2100-January","  39.56","-114.63","   7775","White Pine","Lower Spring Valley Creek (160600080700)","SNTL:1150"
"SNTL","2012","NV","Merritt Mountain","","2011-December","2100-January","  41.89","-115.86","   6908","Elko","Merritt Creek-Sheep Creek (170501020601)","SNTL:1207"
"SNTL","2012","NV","Midas","","2011-December","2100-January","  41.27","-116.80","   6635","Elko","Frazer Creek (160401060402)","SNTL:1206"
"SNTL","2012","NV","Silver Creek Nv","","2011-December","2100-January","  39.23","-114.24","   8215","White Pine","Headwaters Silver Creek (160203010806)","SNTL:1205"
"SNTL","2012","NV","Snowstorm Mtn","","2011-December","2100-January","  41.34","-116.98","   7384","Elko","First Creek-South Fork Little Humboldt River (160401090203)","SNTL:1208"
"SNTL","2012","NV","Stag Mountain","","2011-December","2100-January","  41.41","-115.45","   7628","Elko","Stag Creek (170501020101)","SNTL:1203"
"SNTL","2012","NV","Summit Lk","","2011-October","2100-January","  41.49","-119.00","   7615","Humboldt","Summit Lake (160402021301)","SNTL:1194"
"SNTL","2012","NV","Tent Mtn Lower","","2011-December","2100-January","  40.98","-115.17","   7104","Elko","Starr Creek (160401010704)","SNTL:1202"
"SNTL","2012","NV","Vacarro Springs","","2011-October","2100-January","  39.45","-115.98","   7890","Eureka","Torre Creek-Slough Creek-Frontal Diamond Valley (160600051503)","SNTL:1137"
"SNTL","2012","NV","White River Nv","","2011-December","2100-January","  38.95","-115.38","   7367","White Pine","Saddle Spring-White River (150100110302)","SNTL:1213"
"SNTL","2012","OR","Howard Prairie","","2012-September","2100-January","  42.22","-122.37","   4580","Jackson","Upper Jenny Creek (180102060401)","SNTL:1158"
"SNTL","2012","OR","Smith Ridge","","2011-October","2100-January","  44.30","-122.04","   3270","Linn","Smith River (170900040203)","SNTL:1167"
"SNTL","2012","UT","Brian Head","","2011-October","2100-January","  37.68","-112.86","  10039","Iron","Dry Lakes Creek (160300060201)","SNTL:1154"
"SNTL","2012","UT","Buck Pasture","","2011-November","2100-January","  40.84","-110.66","   9632","Summit","Upper Cottonwood Creek (140401070301)","SNTL:1192"
"SNTL","2012","UT","Gooseberry RS Up","","2011-October","2100-January","  38.79","-111.69","   8396","Sevier","Gooseberry Creek (160300030405)","SNTL:1184"
"SNTL","2012","WA","Satus Pass","","2012-August","2100-January","  45.99","-120.68","   3960","Klickitat","Headwaters Little Klickitat River (170701060301)","SNTL:1231"
"SNTL","2012","WY","Med Bow","","2012-August","2100-January","  41.38","-106.35","  10500","Carbon","Turpin Creek-Medicine Bow River (101800040101)","SNTL:1196"
"SNTL","2011","AK","American Creek","","2011-August","2100-January","  64.79","-141.23","   1050","Southeast Fairbanks","American Creek (190404010104)","SNTL:1189"
"SNTL","2011","AK","Exit Glacier","","2011-July","2100-January","  60.19","-149.62","    400","Kenai Peninsula","Oulet Resurrection River (190202020508)","SNTL:1092"
"SNTL","2011","CO","Black Mesa","","2011-July","2100-January","  37.79","-108.18","  11580","Dolores","Fish Creek (140300020103)","SNTL:1185"
"SNTL","2011","CO","Black Mountain","","2010-October","2100-January","  40.89","-105.66","   8920","Larimer","Sheep Creek-North Fork Cache La Poudre Creek (101900070402)","SNTL:1161"
"SNTL","2011","CO","Fool Creek","","2011-July","2100-January","  39.87","-105.87","  11150","Grand","Saint Louis Creek (140100010203)","SNTL:1186"
"SNTL","2011","CO","High Lonesome","","2011-July","2100-January","  40.04","-105.75","  10620","Grand","Meadows Creek-Ranch Creek (140100010205)","SNTL:1187"
"SNTL","2011","CO","Wager Gulch","","2011-July","2100-January","  37.88","-107.36","  11100","Hinsdale","Lake Sanc Cristobal-Lake Fork (140200020602)","SNTL:1188"
"SNTL","2011","CO","Weminuche Creek","","2010-October","2100-January","  37.52","-107.32","  10740","Archuleta","Sand Creek (140801020203)","SNTL:1160"
"SNTL","2011","NM","San Antonio Sink","","2011-July","2100-January","  36.86","-106.23","   9100","Rio Arriba","Canada Tio Grande-Rio San Antonio (130100050301)","SNTL:1172"
"SNTL","2011","NV","Wheeler Peak","","2010-October","2100-January","  39.01","-114.31","  10060","White Pine","Lehman Creek (160203010801)","SNTL:1147"
"SNTL","2011","OR","Bear Grass","","2011-July","2100-January","  44.33","-122.09","   4720","Linn","Smith River (170900040203)","SNTL:1166"
"SNTL","2011","UT","Bear River RS","","2010-October","2100-January","  40.89","-110.83","   8777","Summit","Willow Creek-Bear River (160101010103)","SNTL:992"
"SNTL","2011","UT","Blacks Fork Jct","","2010-October","2100-January","  40.96","-110.58","   8869","Summit","Lower Cottonwood Creek (140401070303)","SNTL:1162"
"SNTL","2011","UT","Box Springs","","2010-October","2100-January","  38.50","-112.01","   9228","Piute","Box Creek (160300020107)","SNTL:1156"
"SNTL","2011","UT","EF Blacks Fork GS","","2010-October","2100-January","  40.88","-110.54","   9360","Summit","Sage Creek (140401070302)","SNTL:1163"
"SNTL","2011","UT","Fish Lake Utah","","2010-October","2100-January","  38.50","-111.77","   8798","Sevier","Deadman Hollow (140700030108)","SNTL:1149"
"SNTL","2011","UT","George Creek","","2010-October","2100-January","  41.92","-113.41","   8964","Box Elder","George Creek (170402100401)","SNTL:1151"
"SNTL","2011","UT","Kilfoil Creek","","2010-October","2100-January","  41.25","-111.41","   7220","Morgan","Upper Lost Creek (160201010603)","SNTL:1145"
"SNTL","2011","UT","Lost Creek Resv","","2010-October","2100-January","  41.22","-111.36","   6082","Morgan","Upper Lost Creek (160201010603)","SNTL:1118"
"SNTL","2011","UT","Oak Creek","","2010-October","2100-January","  39.35","-112.33","   7850","Millard","Upper Oak Creek (160300051503)","SNTL:1146"
"SNTL","2011","WA","Gold Axe Camp","","2010-October","2100-January","  48.95","-118.99","   5360","Okanogan","Canada (170200020304)","SNTL:1159"
"SNTL","2011","WA","Gold Mountain","","2010-October","2100-January","  48.19","-118.46","   4390","Ferry","Wilmont Creek (170200011703)","SNTL:1256"
"SNTL","2010","AZ","Beaver Spring","","2009-October","2100-January","  36.33","-109.06","   9200","Apache","Tsaile Creek-Tsaile Lake (140802040401)","SNTL:1143"
"SNTL","2010","MT","Blacktail Mtn","","2010-August","2100-January","  47.98","-114.35","   5650","Flathead","Ronan Creek (170102080302)","SNTL:1144"
"SNTL","2010","NM","Palo","","2010-August","2100-January","  36.41","-105.33","   9350","Taos","Headwaters Rio Fernando del Taos (130201010601)","SNTL:1170"
"SNTL","2010","NM","Shuree","","2010-August","2100-January","  36.79","-105.24","  10100","Colfax","Comanche Creek (130201010102)","SNTL:1169"
"SNTL","2010","NM","Taos Powderhorn","","2010-August","2100-January","  36.58","-105.46","  11057","Taos","Headwaters Arroyo Hondo (130201010701)","SNTL:1168"
"SNTL","2010","NV","Toe Jam","","2009-October","2100-January","  41.32","-116.34","   7700","Elko","Toe Jam Creek (160401060202)","SNTL:1136"
"SNTL","2010","UT","Burts Miller Ranch","","2009-October","2100-January","  40.98","-110.85","   8000","Summit","Cottonwood Creek-Mill Creek (160101010106)","SNTL:1135"
"SNTL","2010","UT","Garden City Summit","","2009-October","2100-January","  41.92","-111.47","   7705","Cache","Garden City Canyon-Frontal Bear River (160102010106)","SNTL:1114"
"SNTL","2010","UT","Klondike Narrows","","2009-October","2100-January","  41.97","-111.60","   7250","Cache","Hells Kitchen Canyon-Logan River (160102030302)","SNTL:1115"
"SNTL","2010","UT","Lakefork #3","","2009-October","2100-January","  40.55","-110.35","   8464","Duchesne","Crystal Creek-Yellowstone River (140600030705)","SNTL:1116"
"SNTL","2010","UT","Spirit Lk","","2009-October","2100-January","  40.84","-110.01","  10235","Daggett","Upper Sheep Creek (140401060601)","SNTL:1117"
"SNTL","2010","UT","Tony Grove RS","","2009-October","2100-January","  41.89","-111.57","   6332","Cache","Tony Grove Creek (160102030304)","SNTL:1113"
"SNTL","2010","WA","Trinity","","2010-August","2100-January","  48.07","-120.85","   2930","Chelan","Phelps Creek (170200110302)","SNTL:1171"
"SNTL","2010","WY","Castle Creek","","2010-August","2100-January","  43.67","-109.38","   8400","Fremont","Upper East Fork Wind River (100800010406)","SNTL:1130"
"SNTL","2010","WY","Larsen Creek","","2010-August","2100-January","  42.58","-109.09","   9000","Sublette","Pool Creek-Sweetwater River (101800060101)","SNTL:1134"
"SNTL","2010","WY","Little Goose","","2010-August","2100-January","  44.54","-107.18","   8870","Johnson","Upper Little Goose Creek (100901010206)","SNTL:1131"
"SNTL","2010","WY","Soldier Park","","2010-August","2100-January","  44.35","-107.01","   8720","Johnson","North Clear Creek (100902060103)","SNTL:1132"
"SNTL","2009","AZ","Baker Butte Smt","","2009-May","2100-January","  34.46","-111.38","   7700","Coconino","Toms Creek (150602030103)","SNTL:1140"
"SNTL","2009","AZ","Chalender","","2009-May","2100-January","  35.26","-112.06","   7100","Coconino","Pitman Valley-Scholz Lake (150602020305)","SNTL:1139"
"SNTL","2009","CO","Elliot Ridge","","2009-August","2100-January","  39.86","-106.42","  10520","Summit","Deep Creek-Blue River (140100020602)","SNTL:1120"
"SNTL","2009","CO","Hourglass Lake","","2008-October","2100-January","  40.58","-105.63","   9380","Larimer","Beaver Creek (101900070101)","SNTL:1122"
"SNTL","2009","CO","Long Draw Resv","","2008-October","2100-January","  40.51","-105.77","   9980","Larimer","La Poudre Pass Creek (101900070203)","SNTL:1123"
"SNTL","2009","CO","Moon Pass","","2008-October","2100-January","  37.97","-106.56","  11140","Saguache","California Gulch (130100040201)","SNTL:1124"
"SNTL","2009","CO","Sargents Mesa","","2008-October","2100-January","  38.29","-106.37","  11530","Saguache","Middle Creek (130100040306)","SNTL:1128"
"SNTL","2009","CO","Upper Taylor","","2009-August","2100-January","  38.99","-106.75","  10640","Gunnison","Upper Taylor River (140200010101)","SNTL:1141"
"SNTL","2009","ID","Pierce R.S.","","2009-September","2100-January","  46.49","-115.80","   3080","Clearwater","Upper Orofino Creek (170603060401)","SNTL:1142"
"SNTL","2009","NM","Navajo Whiskey Ck","","2009-May","2100-January","  36.18","-108.95","   9050","San Juan","Whiskey Creek (Local Drainage) (140802040206)","SNTL:1138"
"SNTL","2009","NV","Bristlecone Trail","","2008-October","2100-January","  36.32","-115.70","   8890","Clark","Lee Canyon (150100150206)","SNTL:1111"
"SNTL","2009","NV","Lee Canyon","","2008-October","2100-January","  36.31","-115.68","   8626","Clark","Lee Canyon (150100150206)","SNTL:1112"
"SNTL","2009","NV","Rainbow Canyon","","2008-October","2100-January","  36.25","-115.63","   7860","Clark","Kyle Canyon (150100150301)","SNTL:1110"
"SNTL","2009","WA","Brown Top","","2009-September","2100-January","  48.93","-121.20","   5830","Whatcom","Maselpanik Creek (171100050301)","SNTL:1080"
"SNTL","2009","WA","Indian Rock","","2008-October","2100-January","  45.99","-120.81","   5360","Klickitat","Headwaters Little Klickitat River (170701060301)","SNTL:1129"
"SNTL","2009","WY","Blackhall Mtn","","2009-August","2100-January","  41.06","-106.71","   9820","Carbon","Beaver Creek (101800020205)","SNTL:1119"
"SNTL","2009","WY","Pocket Creek","","2009-September","2100-January","  42.71","-109.41","   9360","Sublette","Cottonwood Creek (140401020606)","SNTL:1133"
"SNTL","2008","AK","Chisana","","2007-October","2100-January","  62.07","-142.05","   3320","Southeast Fairbanks","Red Hill Creek-Chisana River (190405010305)","SNTL:1093"
"SNTL","2008","AZ","Fort Valley","","2008-June","2100-January","  35.27","-111.74","   7350","Coconino","Upper Rio de Flag (150200150102)","SNTL:1121"
"SNTL","2008","AZ","Mormon Mtn Summit","","2008-June","2100-January","  34.97","-111.51","   8500","Coconino","Walnut Creek-Upper Lake Mary (150200150202)","SNTL:1125"
"SNTL","2008","AZ","Nutrioso","","2008-June","2100-January","  33.90","-109.16","   8500","Apache","San Francisco River-Luna Lake (150400040301)","SNTL:1127"
"SNTL","2008","MT","East Boulder Mine","","2008-June","2100-January","  45.50","-110.08","   6335","Sweet Grass","Upper East Boulder River (100700020701)","SNTL:1105"
"SNTL","2008","MT","Elk Peak","","2008-July","2100-January","  46.48","-110.71","   7600","Meagher","Alabaugh Creek (100402010203)","SNTL:1106"
"SNTL","2008","UT","Jones Corral","","2007-October","2100-January","  38.07","-112.17","   9749","Garfield","East Fork Sevier River Outlet (160300020507)","SNTL:1099"
"SNTL","2008","UT","Timberline","","2007-October","2100-January","  39.68","-110.43","   8736","Carbon","Grassy Trail Reservoir-Grassy Trail Creek (140600070903)","SNTL:1097"
"SNTL","2008","UT","Usu Doc Daniel","","2007-October","2100-January","  41.86","-111.51","   8270","Cache","Tony Grove Creek (160102030304)","SNTL:1098"
"SNTL","2008","WA","Buckinghorse","","2008-June","2100-January","  47.71","-123.46","   4870","Jefferson","Headwaters Elwha River (171100200501)","SNTL:1107"
"SNTL","2008","WA","Calamity","","2008-August","2100-January","  45.90","-122.22","   2500","Skamania","Lower Canyon Creek (170800020603)","SNTL:1109"
"SNTL","2008","WA","Easy Pass","","2008-September","2100-January","  48.86","-121.44","   5270","Whatcom","Indian Creek-Chilliwack River (171100010101)","SNTL:998"
"SNTL","2007","AK","May Creek","","2006-October","2100-January","  61.35","-142.71","   1610","Valdez-cordova","Lower Young Creek (190201031603)","SNTL:1096"
"SNTL","2007","AK","Sugarloaf Mtn","","2006-October","2100-January","  61.08","-146.30","    550","Valdez-cordova","Port Valdez-Frontal Valdez Arm (190202011104)","SNTL:1095"
"SNTL","2007","CO","Chapman Tunnel","","2007-September","2100-January","  39.26","-106.63","  10110","Pitkin","Deeds Creek-Fryingpan River (140100040504)","SNTL:1101"
"SNTL","2007","CO","Hayden Pass","","2007-August","2100-January","  38.29","-105.85","  10720","Saguache","Piney Creek-San Luis Creek (130100030301)","SNTL:1102"
"SNTL","2007","CO","Saint Elmo","","2007-August","2100-January","  38.70","-106.37","  10540","Chaffee","Headwaters Chalk Creek (110200010501)","SNTL:1100"
"SNTL","2007","OR","Milk Shakes","","2007-May","2100-January","  45.98","-117.95","   5580","Wallowa","Upper Mill Creek (170701020201)","SNTL:1079"
"SNTL","2007","OR","Swan Lake Mtn","","2006-October","2100-January","  42.41","-121.68","   6830","Klamath","Grizzly Butte (180102040802)","SNTL:1077"
"SNTL","2007","WA","Cayuse Pass","","2006-October","2100-January","  46.87","-121.53","   5240","Pierce","Headwaters White River (171100140301)","SNTL:1085"
"SNTL","2007","WA","Lynn Lake","","2007-August","2100-January","  47.20","-121.78","   3900","King","Howard Hansen Dam-Green River (171100130203)","SNTL:1069"
"SNTL","2007","WA","Pepper Creek","","2007-August","2100-January","  46.10","-121.96","   2140","Skamania","Little Creek-Lewis River (170800020111)","SNTL:1104"
"SNTL","2006","AK","Bentalit Lodge","","2006-January","2013-June","  61.94","-150.98","    150","Matanuska-susitna","Fish Lake Creek (190205042001)","SNTL:1086"
"SNTL","2006","AK","Tokositna Valley","","2005-October","2100-January","  62.63","-150.78","    850","Matanuska-susitna","Upper Tokositna River (190205020903)","SNTL:1089"
"SNTL","2006","AK","Upper Nome Creek","","2005-October","2100-January","  65.37","-146.59","   2520","Yukon-koyukuk","Sumner Creek-Nome Creek (190404022004)","SNTL:1090"
"SNTL","2006","ID","Ragged Mountain","","2006-August","2100-January","  47.86","-117.04","   4210","Kootenai","Rathdrum Creek (170103050302)","SNTL:1081"
"SNTL","2006","NM","Tres Ritos","","2006-September","2100-January","  36.13","-105.53","   8600","Taos","Osha Canyon-Rio Pueblo (130201010903)","SNTL:1083"
"SNTL","2006","OR","Miller Woods","","2006-September","2100-January","  45.25","-123.28","    420","Yamhill","Baker Creek (170900080606)","SNTL:1084"
"SNTL","2006","OR","Sun Pass","","2006-June","2100-January","  42.79","-121.98","   5400","Klamath","Egan Spring-Williamson River (180102010602)","SNTL:1078"
"SNTL","2006","WA","Marten Ridge","","2006-July","2100-January","  48.76","-121.70","   3520","Whatcom","Diablo Lake-Skagit River (171100050704)","SNTL:999"
"SNTL","2006","WA","Sawmill Ridge","","2006-July","2100-January","  47.16","-121.42","   4640","King","Lester Creek-Green River (171100130104)","SNTL:1068"
"SNTL","2006","WY","Grand Targhee","","2006-August","2100-January","  43.78","-110.93","   9260","Teton","Teton Creek (170402040201)","SNTL:1082"
"SNTL","2005","AK","Anchorage Hillside","","2004-October","2100-January","  61.11","-149.67","   2080","Anchorage","South Fork Campbell Creek (190204010601)","SNTL:1070"
"SNTL","2005","AK","Esther Island","","2004-October","2100-January","  60.80","-148.09","     50","Valdez-cordova","Esther Lake-Frontal Prince William Sound (190202011605)","SNTL:1071"
"SNTL","2005","AK","Kantishna","","2004-October","2100-January","  63.54","-150.99","   1550","Denali","Moose Creek (190405101805)","SNTL:1072"
"SNTL","2005","AK","Mt. Eyak","","2004-October","2100-January","  60.55","-145.75","   1405","Valdez-cordova","Orca Inlet-Frontal Prince William Sound (190202010200)","SNTL:1073"
"SNTL","2005","CA","Carson Pass","","2004-October","2100-January","  38.69","-120.00","   8360","Alpine","Caples Creek (180201290101)","SNTL:1067"
"SNTL","2005","CO","Bear River","","2004-October","2100-January","  40.06","-107.01","   9080","Routt","Yamcolo Reservoir-Bear River (140500010102)","SNTL:1061"
"SNTL","2005","CO","Sharkstooth","","2004-October","2100-January","  37.50","-108.11","  10720","Montezuma","Bear Creek (140300020206)","SNTL:1060"
"SNTL","2005","UT","Gardner Peak","","2004-October","2100-January","  37.40","-113.46","   8322","Washington","Grass Valley Creek (150100080701)","SNTL:1066"
"SNTL","2005","UT","Gutz Peak","","2004-October","2100-January","  37.50","-113.94","   6763","Washington","Pine Park Canyon (150100100101)","SNTL:1065"
"SNTL","2005","UT","Lightning Ridge","","2004-October","2100-January","  41.36","-111.49","   8215","Weber","Left Fork South Fork Ogden River (160201020201)","SNTL:1056"
"SNTL","2004","CA","Burnside Lake","","2003-October","2100-January","  38.72","-119.89","   8129","Alpine","Hot Springs Creek (160502010107)","SNTL:1051"
"SNTL","2004","CA","Forestdale Creek","","2003-October","2100-January","  38.68","-119.96","   8017","Alpine","Upper West Fork Carson River (160502010301)","SNTL:1049"
"SNTL","2004","CA","Horse Meadow","","2003-October","2100-January","  38.84","-119.89","   8557","Alpine","Middle West Fork Carson River (160502010302)","SNTL:1050"
"SNTL","2004","CA","Summit Meadow","","2003-October","2100-January","  38.40","-119.54","   9313","Alpine","Mill Creek (160503020203)","SNTL:1052"
"SNTL","2004","CO","Cochetopa Pass","","2004-September","2100-January","  38.16","-106.60","  10020","Saguache","Luders Creek (130100040203)","SNTL:1059"
"SNTL","2004","CO","Glen Cove","","2004-August","2100-January","  38.88","-105.07","  11460","Teller","Headwaters Fountain Creek (110200030201)","SNTL:1057"
"SNTL","2004","CO","Grayback","","2004-September","2100-January","  37.47","-106.54","  11620","Rio Grande","East Fork Pinos Creek (130100020101)","SNTL:1058"
"SNTL","2004","ID","Myrtle Creek","","2003-October","2100-January","  48.72","-116.46","   3520","Boundary","Myrtle Creek (170101040701)","SNTL:1053"
